mode,iSub,iSession,iTrial,text,un_pro,un_pro_items,un_pro_count,unprocessed_category,n_constraints,matched_rules,A,b,fidelity,fidelity_status,style_tags
region,109,1,213,腿较长，脖子一般，头较小。,['头较小'],头较小,1,other_unparsed,3,"['general_case', 'general_case']","[[0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, -0.25, 0.75]",1.0,ok,['direct_absolute']
region,110,1,169,头短，脖子腿，尾巴长。,['脖子腿'],脖子腿,1,other_unparsed,2,"['general_case', 'general_case']","[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, -0.5]",1.0,ok,['direct_absolute']
region,111,1,18,腿短，尾巴、头、脖子长度相同。,['尾巴、头、脖子长度相同'],尾巴、头、脖子长度相同,1,other_unparsed,1,['general_case'],"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1.0,ok,['direct_absolute']
region,112,1,29,尾巴和腿之间关系。,['尾巴和腿之间关系'],尾巴和腿之间关系,1,other_unparsed,0,[],[],[],,unsupported,['other']
region,112,1,34,尾巴比头长一点，比腿和脖子都短。,['比腿和脖子都短'],比腿和脖子都短,1,other_unparsed,1,['comparison'],"[[0.0, 1.0, 0.0, -1.0]]",[-0.0],1.0,ok,"['direct_absolute', 'comparison']"
region,112,1,37,尾巴跟腿之间的关系以及跟脖子的关系。,['尾巴跟腿之间的关系以及跟脖子的关系'],尾巴跟腿之间的关系以及跟脖子的关系,1,other_unparsed,0,[],[],[],,unsupported,['other']
region,112,1,39,尾巴跟脖子不一样长。,['尾巴跟脖子不一样长'],尾巴跟脖子不一样长,1,disjoint_inequality,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'negation']"
region,112,1,47,脖子和腿之间的关系。,['脖子和腿之间的关系'],脖子和腿之间的关系,1,other_unparsed,0,[],[],[],,unsupported,['other']
region,112,1,136,尾巴和头之间有交集。,['尾巴和头之间有交集'],尾巴和头之间有交集,1,other_unparsed,0,[],[],[],,unsupported,['other']
region,113,1,1,脖子比头长，头比腿长，腿比尾巴长，都有些长。,['都有些长'],都有些长,1,other_unparsed,3,"['comparison', 'comparison', 'comparison']","[[-1.0, 1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, -1.0, 1.0]]","[-0.0, -0.0, -0.0]",1.0,ok,"['direct_absolute', 'comparison']"
region,113,1,3,尾巴比头长，都比较长，脖子和腿比较短，腿比脖子短。,['都比较长'],都比较长,1,other_unparsed,4,"['comparison', 'general_case', 'comparison']","[[0.0, 1.0, 0.0, -1.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 1.0, 0.0]]","[-0.0, 0.5, 0.5, -0.0]",1.0,ok,"['direct_absolute', 'comparison']"
region,113,1,4,头和腿一样长，都比较长，脖子和尾巴比较短。,['都比较长'],都比较长,1,other_unparsed,4,"['equality', 'general_case']","[[0.0, 1.0, -1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.1, 0.1, 0.5, 0.5]",1.0,ok,"['direct_absolute', 'comparison', 'equality']"
region,113,1,13,头最长，尾巴最短，脖子和腿差不多长，都比较长。,['都比较长'],都比较长,1,other_unparsed,7,"['superlative', 'superlative', 'superlative', 'superlative', 'superlative', 'superlative', 'equality']","[[1.0, -1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, -1.0, 0.0, 1.0], [-1.0, 0.0, 0.0, 1.0], [0.0, 0.0, -1.0, 1.0], [1.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 1.0, 0.0]]","[-0.0, -0.0, -0.0, -0.0, -0.0, 0.1, 0.1]",1.0,ok,"['direct_absolute', 'superlative', 'comparison', 'equality']"
region,113,1,20,尾巴比脖子长，但是都很短，脖子和腿很长，腿特别长。,['但是都很短'],但是都很短,1,other_unparsed,3,"['comparison', 'general_case', 'general_case']","[[1.0, 0.0, 0.0, -1.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0]]","[-0.0, -0.5, -0.5]",0.75,mismatch,"['direct_absolute', 'comparison']"
region,113,1,24,头和尾巴很长，脖子短一些，腿第二短，但也比较长。,['但也比较长'],但也比较长,1,other_unparsed,4,"['general_case', 'general_case', 'comparison']","[[0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [1.0, 0.0, 0.0, 0.0], [1.0, 0.0, -1.0, 0.0]]","[-0.5, -0.5, 0.5, -0.0]",0.75,mismatch,"['direct_absolute', 'comparison', 'ranking']"
region,113,1,30,尾巴和腿很短，头比适中，脖子有些长。,['头比适中'],头比适中,1,other_unparsed,3,"['general_case', 'general_case']","[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 0.0]]","[0.5, 0.5, -0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,113,1,38,尾巴最长，头最短，脖子和腿适中，比较长。,['比较长'],比较长,1,other_unparsed,9,"['superlative', 'superlative', 'superlative', 'superlative', 'superlative', 'superlative', 'general_case']","[[1.0, 0.0, 0.0, -1.0], [0.0, 1.0, 0.0, -1.0], [0.0, 0.0, 1.0, -1.0], [-1.0, 1.0, 0.0, 0.0], [0.0, 1.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.25, 0.75, -0.25, 0.75]",1.0,ok,"['direct_absolute', 'superlative', 'comparison']"
region,113,1,62,头和脖子差不多长，都很长，尾巴和腿比较短。,['都很长'],都很长,1,other_unparsed,4,"['equality', 'general_case']","[[-1.0, 1.0, 0.0, 0.0], [1.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0]]","[0.1, 0.1, 0.5, 0.5]",1.0,ok,"['direct_absolute', 'comparison', 'equality']"
region,113,1,66,头比脖子长，尾巴和腿适中，比较长。,['比较长'],比较长,1,other_unparsed,5,"['comparison', 'general_case']","[[1.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[-0.0, -0.25, 0.75, -0.25, 0.75]",1.0,ok,"['direct_absolute', 'comparison']"
region,113,1,80,头和脖子差不多长，都比较长，腿和尾巴很短。,['都比较长'],都比较长,1,other_unparsed,4,"['equality', 'general_case']","[[-1.0, 1.0, 0.0, 0.0], [1.0, -1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.1, 0.1, 0.5, 0.5]",1.0,ok,"['direct_absolute', 'comparison', 'equality']"
region,113,1,87,头比脖子长，尾巴和腿适中，短一些。,['短一些'],短一些,1,other_unparsed,5,"['comparison', 'general_case']","[[1.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[-0.0, -0.25, 0.75, -0.25, 0.75]",0.6,mismatch,"['direct_absolute', 'comparison']"
region,113,1,135,头比脖子长，都很长。,['都很长'],都很长,1,other_unparsed,1,['comparison'],"[[1.0, -1.0, 0.0, 0.0]]",[-0.0],1.0,ok,"['direct_absolute', 'comparison']"
region,113,1,136,头比脖子短，都有些短。,['都有些短'],都有些短,1,other_unparsed,1,['comparison'],"[[-1.0, 1.0, 0.0, 0.0]]",[-0.0],1.0,ok,"['direct_absolute', 'comparison']"
region,113,1,137,头比脖子长，都很长。,['都很长'],都很长,1,other_unparsed,1,['comparison'],"[[1.0, -1.0, 0.0, 0.0]]",[-0.0],1.0,ok,"['direct_absolute', 'comparison']"
region,113,1,218,不知道。,['不知道'],不知道,1,meta_or_uncertain,0,[],[],[],,meta,['meta']
region,113,1,252,脖子明显比头短。,['脖子明显比头短'],脖子明显比头短,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison']"
region,113,1,262,脖子短，但是和头的长度差不多。,['但是和头的长度差不多'],但是和头的长度差不多,1,global_balance,1,['general_case'],"[[1.0, 0.0, 0.0, 0.0]]",[0.5],1.0,ok,"['direct_absolute', 'equality']"
region,113,1,293,脖子长，比头长。,['比头长'],比头长,1,other_unparsed,1,['general_case'],"[[-1.0, 0.0, 0.0, 0.0]]",[-0.5],1.0,ok,"['direct_absolute', 'comparison']"
region,113,1,294,脖子长，比头长。,['比头长'],比头长,1,other_unparsed,1,['general_case'],"[[-1.0, 0.0, 0.0, 0.0]]",[-0.5],1.0,ok,"['direct_absolute', 'comparison']"
region,113,1,304,脖子短，比头短。,['比头短'],比头短,1,other_unparsed,1,['general_case'],"[[1.0, 0.0, 0.0, 0.0]]",[0.5],1.0,ok,"['direct_absolute', 'comparison']"
region,113,1,307,脖子中等长度，比头短。,['比头短'],比头短,1,other_unparsed,2,['general_case'],"[[-1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.25, 0.75]",1.0,ok,"['direct_absolute', 'comparison']"
region,113,1,308,选错了。,['选错了'],选错了,1,meta_or_uncertain,0,[],[],[],,meta,['meta']
region,113,1,318,脖子长，比头长。,['比头长'],比头长,1,other_unparsed,1,['general_case'],"[[-1.0, 0.0, 0.0, 0.0]]",[-0.5],0.0,mismatch,"['direct_absolute', 'comparison']"
region,113,1,319,脖子长，比头短。,['比头短'],比头短,1,other_unparsed,1,['general_case'],"[[-1.0, 0.0, 0.0, 0.0]]",[-0.5],1.0,ok,"['direct_absolute', 'comparison']"
region,113,2,32,点错了。,['点错了'],点错了,1,other_unparsed,0,[],[],[],,unsupported,['other']
region,114,1,96,都不长。,['都不长'],都不长,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'negation']"
region,114,1,237,都差不多长。,['都差不多长'],都差不多长,1,global_balance,0,[],[],[],,unsupported,"['direct_absolute', 'equality']"
region,114,2,73,都差不多长。,['都差不多长'],都差不多长,1,global_balance,0,[],[],[],,unsupported,"['direct_absolute', 'equality']"
region,116,1,24,四个部位都比较长，其中腿最明显。,['其中腿最明显'],其中腿最明显,1,other_unparsed,4,['universal_quantifier'],"[[-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5, -0.5, -0.5]",0.75,mismatch,"['direct_absolute', 'comparison']"
region,116,1,27,腿的长度最突出。,['腿的长度最突出'],腿的长度最突出,1,other_unparsed,0,[],[],[],,unsupported,['direct_absolute']
region,116,1,28,脖子的长度很突出。,['脖子的长度很突出'],脖子的长度很突出,1,other_unparsed,0,[],[],[],,unsupported,['direct_absolute']
region,116,1,36,腿和脖子都比较长，但腿是最明显的。,['但腿是最明显的'],但腿是最明显的,1,other_unparsed,2,['general_case'],"[[0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0]]","[-0.5, -0.5]",0.5,mismatch,"['direct_absolute', 'comparison']"
region,116,1,48,嗯，脖子比较长。,['嗯'],嗯,1,other_unparsed,1,['general_case'],"[[-1.0, 0.0, 0.0, 0.0]]",[-0.5],1.0,ok,"['direct_absolute', 'comparison']"
region,118,1,3,尾巴和腿都很短，尾巴在1/4到1/5之间，腿在1/4到1/5之间，但是脖子和头都比较长。,"['尾巴在1/4到1/5之间', '腿在1/4到1/5之间']",尾巴在1/4到1/5之间；腿在1/4到1/5之间,2,other_unparsed,4,"['general_case', 'general_case']","[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, 0.5, -0.5, -0.5]",0.5,mismatch,"['direct_absolute', 'comparison']"
region,118,1,4,头是最长的，脖子第二长，大概在最长长度的1/2，腿也是在它最大长度的1/2，尾巴比较短。,['大概在最长长度的1/2'],大概在最长长度的1/2,1,extreme_endpoint,6,"['superlative', 'superlative', 'superlative', 'body_ref', 'general_case']","[[1.0, -1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, -1.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0, -0.4, 0.6, 0.5]",0.8,mismatch,"['direct_absolute', 'superlative', 'comparison', 'ranking']"
region,118,1,8,腿非常短，达到了最小长度，头比腿长，脖子也比腿长，尾巴也比腿长，尾巴达到了最长长度。,"['脖子也比腿长', '尾巴也比腿长']",脖子也比腿长；尾巴也比腿长,2,other_unparsed,3,"['general_case', 'general_case', 'comparison', 'general_case']","[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, -0.0, -0.5]",1.0,ok,"['direct_absolute', 'superlative', 'comparison']"
region,118,1,9,尾巴、腿都非常长，达到了它们的最长长度，脖子也达到了最长长度，头是最短的，但也很长，可能是它自身最长长度的1/2。,['但也很长'],但也很长,1,other_unparsed,8,"['general_case', 'general_case', 'general_case', 'superlative', 'superlative', 'superlative', 'body_ref']","[[0.0, 0.0, 0.0, -1.0], [0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [-1.0, 1.0, 0.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 1.0, 0.0, -1.0], [0.0, -1.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, -0.5, -0.5, -0.0, -0.0, -0.0, -0.4, 0.6]",0.8888888888888888,mismatch,"['direct_absolute', 'superlative']"
region,118,1,11,脖子最长，腿第二长，尾巴比较短，大概是它最长长度的1/3，头和尾巴差不多长。,['大概是它最长长度的1/3'],大概是它最长长度的1/3,1,extreme_endpoint,6,"['superlative', 'superlative', 'superlative', 'general_case', 'equality']","[[-1.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, -1.0], [0.0, -1.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0, 0.5, 0.1, 0.1]",0.8,mismatch,"['direct_absolute', 'superlative', 'comparison', 'equality', 'ranking']"
region,118,1,13,头和尾巴一样长，都很长，脖子稍微比头和尾巴短一点，尾巴比腿长，脖子和腿差不多长。,"['都很长', '脖子稍微比头和尾巴短一点']",都很长；脖子稍微比头和尾巴短一点,2,other_unparsed,5,"['equality', 'comparison', 'equality']","[[0.0, 1.0, 0.0, -1.0], [0.0, -1.0, 0.0, 1.0], [0.0, 0.0, 1.0, -1.0], [1.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 1.0, 0.0]]","[0.1, 0.1, -0.0, 0.1, 0.1]",0.3333333333333333,mismatch,"['direct_absolute', 'comparison', 'equality']"
region,118,1,21,腿非常短，是最短的部位，也是是它自身最短长度，尾巴是第二长的，头和脖子都比较长。,['是最短的部位'],是最短的部位,1,other_unparsed,4,"['general_case', 'general_case', 'comparison', 'general_case']","[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0], [0.0, -1.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0]]","[0.5, -0.0, -0.5, -0.5]",0.8,mismatch,"['direct_absolute', 'superlative', 'comparison', 'ranking']"
region,118,1,26,头和脖子都是它们长度范围的1/2，头和脖子一样长，尾巴也非常长，腿也比较长，但没有达到最大长度。,['但没有达到最大长度'],但没有达到最大长度,1,extreme_endpoint,8,"['body_ref', 'body_ref', 'equality', 'general_case', 'general_case']","[[0.0, -1.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0], [-1.0, 1.0, 0.0, 0.0], [1.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 0.0, -1.0, 0.0]]","[-0.4, 0.6, -0.4, 0.6, 0.1, 0.1, -0.5, -0.5]",0.8,mismatch,"['direct_absolute', 'superlative', 'comparison', 'equality', 'negation']"
region,118,1,32,尾巴、腿、脖子、头都挺长的，都差不多长。,['都差不多长'],都差不多长,1,global_balance,4,['general_case'],"[[0.0, 0.0, 0.0, -1.0], [0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, -0.5, -0.5, -0.5]",0.5,mismatch,"['direct_absolute', 'equality']"
region,118,1,40,头短，脖子短，尾巴稍微长一点，是最长的部位，腿短。,['是最长的部位'],是最长的部位,1,other_unparsed,4,"['general_case', 'general_case', 'general_case', 'general_case']","[[0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5, -0.5, 0.5]",1.0,ok,"['direct_absolute', 'superlative']"
region,118,1,42,头短，脖子短，尾巴最长，腿很短，是中等长度以下。,['是中等长度以下'],是中等长度以下,1,other_unparsed,6,"['general_case', 'general_case', 'superlative', 'superlative', 'superlative', 'general_case']","[[0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, -1.0], [0.0, 1.0, 0.0, -1.0], [0.0, 0.0, 1.0, -1.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5, -0.0, -0.0, -0.0, 0.5]",0.8333333333333334,mismatch,"['direct_absolute', 'superlative']"
region,118,1,52,头、脖子、尾巴、腿都很短，都差不多长度。,['都差不多长度'],都差不多长度,1,global_balance,4,['general_case'],"[[0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5, 0.5, 0.5]",1.0,ok,"['direct_absolute', 'equality']"
region,118,1,87,头长，脖子长，腿长，尾巴长，都很长。,['都很长'],都很长,1,other_unparsed,4,"['general_case', 'general_case', 'general_case', 'general_case']","[[0.0, -1.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5, -0.5, -0.5]",1.0,ok,['direct_absolute']
region,118,1,107,三个部位都很长。,['三个部位都很长'],三个部位都很长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'count_abstract']"
region,118,1,108,三个部位都很长，只有头是最短的。,['三个部位都很长'],三个部位都很长,1,count_abstract,7,"['superlative', 'superlative', 'superlative', 'exclusive_case', 'exclusive_case']","[[-1.0, 1.0, 0.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 1.0, 0.0, -1.0], [0.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.0, -0.0, -0.0, 0.5, -0.5, -0.5, -0.5]",1.0,ok,"['direct_absolute', 'superlative', 'count_abstract']"
region,118,1,109,两个部位长，两个部位短。,"['两个部位长', '两个部位短']",两个部位长；两个部位短,2,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'count_abstract']"
region,118,1,110,两个部位长，两个部位短。,"['两个部位长', '两个部位短']",两个部位长；两个部位短,2,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'count_abstract']"
region,118,1,111,三个部位长，一个部位短。,"['三个部位长', '一个部位短']",三个部位长；一个部位短,2,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'count_abstract']"
region,118,1,112,两个部位长，两个部位短。,"['两个部位长', '两个部位短']",两个部位长；两个部位短,2,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'count_abstract']"
region,118,1,113,三个部位都很短。,['三个部位都很短'],三个部位都很短,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'count_abstract']"
region,118,1,114,两个部位很长，两个部位很短。,"['两个部位很长', '两个部位很短']",两个部位很长；两个部位很短,2,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'count_abstract']"
region,118,1,117,三个部位都很长。,['三个部位都很长'],三个部位都很长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'count_abstract']"
region,118,1,118,只有一个部位很长。,['只有一个部位很长'],只有一个部位很长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'count_abstract']"
region,118,1,119,两个部位很长。,['两个部位很长'],两个部位很长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'count_abstract']"
region,118,1,120,两个部位很长。,['两个部位很长'],两个部位很长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'count_abstract']"
region,118,1,121,三个部位长。,['三个部位长'],三个部位长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'count_abstract']"
region,118,1,122,三个部位长。,['三个部位长'],三个部位长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'count_abstract']"
